name,ID,SEX,ALIVE,COMPANY,ALIGN
Klaw (Ulysses' great-grandfather) (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
K'Tyah (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
K'Shan (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
H'Rham (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Josiah's Surrogate Mother (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Jake Garza (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Malovick (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Croc (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Z'Cann (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
R'tee (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Pyron (Deadair) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
P'krrd (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
P'kar (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Obliterator (Alien) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Max Parrish (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Drang (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Barb (Spikes) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Yoshi's mother (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Solomon O'Sullivan (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
N'zyr (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Kane Tucker (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Kathleen O'Meara (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Sl'gur't (Earth-616),Public Identity,Female Characters,Deceased Characters,Marvel,Bad Characters
D'Kay (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Bridget O'Neil (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Thallo (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Spirit of Christmas (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Ethel Gaxton (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Eliot Villagran (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Ch'od (War Skrull) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Zreate'th (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
C'efn (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Gregory O'Sullivan (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Patrick Herbert (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
L'Matto (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Kraa (Duplicate) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
K'Maria (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Harry Ulmann (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
6-Ball (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Zkrodd (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Squid (School) (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Bag'Le (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Yiggorum (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Squid (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
M'Buele (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Leila O'Toole (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Neutral Characters
Warren Worthington III (Masque's Doppelganger) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Ralph D'Amato (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Mutate 985 (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Mutate 9212 (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Mutate 8765 (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Meg'Ror (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Jack D'Auria (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
De'Lila (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Tas'Wzta (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
D'rehn (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Steppin' Razor (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Simone Jackson (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Si'ani (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Shym'r (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Shy'tarra (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Q'Wake (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Payne (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Alchemist (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
T'Cahr (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Rok (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Nezaral (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Mylz-ob'ryn (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Lyth'ka (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Kitang (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
K'rin (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Hound (Humanity's Last Stand) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Planner (Shadow Consortium) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Paul (Cat's Eye) (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
H'rpra (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Bad Characters
Syth'kach (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Agent 13 (Hydra Agent) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Tartessus (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Stuart Sarris (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Sam Pritchard (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Paco Montoya (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Oracle (Warbird) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Meer'lyn (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Bloodthirst (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Ou'zli (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Nirvana (Deviant) (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Bad Characters
N'Kano (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
May Reilly (Impostor) (Earth-616),Public Identity,Female Characters,Deceased Characters,Marvel,Bad Characters
Maxov (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Malkin Grey (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Leotard Hammer (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Leo (Shadow Consortium) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Javelynne (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Chandra O'Keefe (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Herbert Landon (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Herb (Shadow Consortium) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
H.R. O'Damia (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Fath'raj (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Dante (Shadow Consortium) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
TK421 (Spiderling) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Kid Clayton (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Jodyquiel (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Jefferson Reed (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Izadquiel (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Isuus (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Immanu (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Illumination (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Id (Underground Legion) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Hyppus (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Howard Stark Sr. (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Howard Samuels (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Gunna (Valkyries) (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Jim Cunningham (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Joline Cargill (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
M'yra (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Lanette Raye (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Lamar Cransfield (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Kre'shje (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Korro (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
K'ythri (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
K'renn (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
David (Angel) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Dasra (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Dark Overlord (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
C\u00e9sar Mendivil (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Corinne Walton (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Cisa (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Bron-Char (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Doc Neutron (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Georgia Orr (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Fredo Castiglione (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Faradei (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Fallen Angel (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Edward Stark (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Urizen Ul'var (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Theodore Kroeber (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Terry Raymond (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Terri Lee (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
T'urin G'ar (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Silhouette (Hand) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Tinkerer (Skrull) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Melanie Kapoor (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Marcy (Offer's employee) (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Marcus (Kate Bishop's neighbor) (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Karen (Hijack's girlfriend) (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Jack O'Lantern (Impostor) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Finch (Kate Bishop's neighbor) (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Farbauti (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Bad Characters
Zora Loftus (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Zero G. Priestly (Legion Personality) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
